,Unid. da Federação,Renda per capita,Tem telefone móvel celular,Para acessar à Internet utiliza-se telefone celular,Tem microcomputador,Para acessar à Internet utiliza-se microcomputador,Tem tablet,Para acessar à Internet utiliza-se tablet,Tem acesso à Internet no próprio domicilio,O acesso à Internet é feito através de sinal de rede celular 3G ou 4G,O acesso à Internet é feito através de conexão discada por linha telefônica,O acesso à Internet é feito por banda larga
98344,SP,575.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98345,SP,157.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
98349,SP,499.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98365,SP,902.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98367,SP,369.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98370,SP,800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98374,SP,1448.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
98375,SP,1217.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98376,SP,800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98382,SP,307.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98392,SP,337.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98394,SP,525.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98396,SP,1850.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98398,SP,1100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98399,SP,850.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98400,SP,4500.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98403,SP,2196.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98407,SP,303.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98410,SP,444.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98420,SP,1860.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98422,SP,5100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98424,SP,47.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98428,SP,3333.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98429,SP,2159.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98430,SP,1085.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98431,SP,636.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98433,SP,680.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98434,SP,1250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98436,SP,450.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
98437,SP,540.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
98440,SP,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98441,SP,650.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98443,SP,1433.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98446,SP,1400.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98448,SP,2600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
98449,SP,1000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98451,SP,580.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98452,SP,197.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98454,SP,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98456,SP,850.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
98457,SP,425.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
98459,SP,1397.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98462,SP,157.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98469,SP,457.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98470,SP,262.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98472,SP,800.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98477,SP,1000.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
98478,SP,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98479,SP,1666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98481,SP,1133.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
98483,SP,2125.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98485,SP,1408.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98486,SP,394.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98494,SP,2333.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98496,SP,719.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98497,SP,590.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98498,SP,720.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98500,SP,475.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98501,SP,1366.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98502,SP,721.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
98504,SP,788.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
98505,SP,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98506,SP,733.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98507,SP,900.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
98508,SP,300.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98509,SP,800.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
98510,SP,1500.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
98511,SP,875.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98512,SP,1290.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98513,SP,2000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98514,SP,988.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98517,SP,366.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98518,SP,2788.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98519,SP,627.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98520,SP,1333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98522,SP,366.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98524,SP,825.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98525,SP,240.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98526,SP,500.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98527,SP,1500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98528,SP,450.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98529,SP,497.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98530,SP,650.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98531,SP,700.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim
98533,SP,343.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98534,SP,262.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98535,SP,450.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98536,SP,1060.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98537,SP,845.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98538,SP,824.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98539,SP,500.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim
98544,SP,1467.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
98545,SP,1140.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98547,SP,805.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98548,SP,675.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98549,SP,1323.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98551,SP,753.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98552,SP,1000.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98554,SP,1033.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
98555,SP,222.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98556,SP,597.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98559,SP,1120.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98561,SP,693.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98565,SP,366.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98567,SP,195.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98573,SP,975.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98574,SP,800.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
98577,SP,1251.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98578,SP,239.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
98579,SP,840.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98580,SP,1400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98582,SP,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98584,SP,1244.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98587,SP,0.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98589,SP,400.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
98591,SP,1166.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98592,SP,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98594,SP,400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98595,SP,1744.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98596,SP,250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98598,SP,850.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98601,SP,1200.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98602,SP,1247.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98606,SP,0.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98608,SP,457.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
98610,SP,172.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98612,SP,412.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98614,SP,434.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98617,SP,933.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
98619,SP,831.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98622,SP,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98625,SP,850.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98627,SP,300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
98630,SP,836.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98631,SP,540.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98632,SP,1200.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não
98633,SP,633.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98636,SP,1009.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
98637,SP,450.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
98638,SP,922.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98642,SP,1533.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98647,SP,533.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
98653,SP,1638.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98654,SP,600.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
98656,SP,716.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98658,SP,840.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não
98661,SP,400.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98664,SP,252.0,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim
98665,SP,300.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98670,SP,394.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98672,SP,666.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98680,SP,1216.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
98681,SP,160.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98682,SP,721.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim
98683,SP,400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98684,SP,1290.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98687,SP,750.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98689,SP,751.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98690,SP,1110.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98692,SP,1066.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98693,SP,537.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98696,SP,2225.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
98697,SP,253.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98698,SP,479.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98699,SP,333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98701,SP,0.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
98705,SP,460.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98706,SP,431.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98707,SP,545.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
98710,SP,831.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98711,SP,775.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98712,SP,490.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98713,SP,550.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98714,SP,525.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98717,SP,700.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98718,SP,1075.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98720,SP,1000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98722,SP,788.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98724,SP,472.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98725,SP,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98726,SP,1533.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98727,SP,633.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
98732,SP,1200.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
98734,SP,2800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98736,SP,525.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98737,SP,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98738,SP,300.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98739,SP,0.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98740,SP,1062.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98741,SP,2166.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98742,SP,250.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98743,SP,1688.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98745,SP,788.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98746,SP,0.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98748,SP,394.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
98750,SP,886.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98751,SP,2600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98761,SP,3460.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98764,SP,6520.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98765,SP,400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98766,SP,2233.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98767,SP,2280.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98769,SP,2286.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98770,SP,587.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98773,SP,1211.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
98774,SP,1350.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
98781,SP,1322.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98783,SP,3700.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98785,SP,733.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98786,SP,1576.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98788,SP,666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98790,SP,600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98791,SP,1300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98792,SP,3038.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98794,SP,1625.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98795,SP,3000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98796,SP,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
98797,SP,2394.0,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98798,SP,2500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98802,SP,1150.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98803,SP,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98804,SP,1500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98805,SP,1166.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98806,SP,700.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim
98807,SP,341.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
98809,SP,1075.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
98812,SP,788.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98813,SP,636.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98814,SP,600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98815,SP,787.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
98816,SP,1272.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98817,SP,1292.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98818,SP,1265.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98820,SP,1925.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98821,SP,375.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98822,SP,1225.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98826,SP,1500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98828,SP,783.0,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não
98830,SP,675.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98835,SP,1300.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98836,SP,66.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98838,SP,892.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98841,SP,637.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98842,SP,1533.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
98843,SP,750.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
98844,SP,972.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98845,SP,1466.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98848,SP,788.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
98849,SP,1894.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98850,SP,538.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98852,SP,1500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98854,SP,662.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim
98858,SP,1016.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98863,SP,516.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98865,SP,300.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
98868,SP,2000.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim
98869,SP,1300.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98876,SP,1300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
98879,SP,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98880,SP,575.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98885,SP,495.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98887,SP,2300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98888,SP,1188.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98892,SP,1644.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98893,SP,572.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98896,SP,823.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98898,SP,382.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
98899,SP,440.0,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não
98900,SP,962.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98903,SP,666.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
98905,SP,480.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98909,SP,766.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
98911,SP,1000.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
98912,SP,1296.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98913,SP,800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98914,SP,2500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98915,SP,2000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98916,SP,2196.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98917,SP,5500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98918,SP,575.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
98919,SP,1450.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98920,SP,11000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98921,SP,2500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
98925,SP,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98927,SP,1078.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98928,SP,1950.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98929,SP,833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98930,SP,1500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
98931,SP,800.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
98932,SP,1390.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98933,SP,8250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
98934,SP,475.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98935,SP,333.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
98937,SP,2000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
98938,SP,575.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
98939,SP,15250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
