,Unid. da Federação,Renda per capita,Tem telefone móvel celular,Para acessar à Internet utiliza-se telefone celular,Tem microcomputador,Para acessar à Internet utiliza-se microcomputador,Tem tablet,Para acessar à Internet utiliza-se tablet,Tem acesso à Internet no próprio domicilio,O acesso à Internet é feito através de sinal de rede celular 3G ou 4G,O acesso à Internet é feito através de conexão discada por linha telefônica,O acesso à Internet é feito por banda larga
90736,RJ,525.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90739,RJ,516.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90742,RJ,800.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90744,RJ,406.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90746,RJ,666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90747,RJ,833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90748,RJ,2100.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90749,RJ,633.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90750,RJ,300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90755,RJ,1250.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
90756,RJ,3000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90757,RJ,2433.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
90760,RJ,390.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90766,RJ,1750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90769,RJ,866.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90772,RJ,14.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
90773,RJ,752.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90776,RJ,504.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90778,RJ,1025.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90784,RJ,1000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90788,RJ,860.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90802,RJ,4666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90804,RJ,1666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90806,RJ,291.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90807,RJ,174.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
90809,RJ,741.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
90815,RJ,1400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90816,RJ,316.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não
90823,RJ,3200.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90825,RJ,250.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
90827,RJ,2300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90828,RJ,629.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
90830,RJ,1466.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90831,RJ,225.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90833,RJ,1833.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90834,RJ,440.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90835,RJ,1350.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90840,RJ,360.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90841,RJ,500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90844,RJ,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
90846,RJ,333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
90847,RJ,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
90848,RJ,533.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
90850,RJ,800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
90853,RJ,940.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
90856,RJ,300.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
90865,RJ,1425.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90873,RJ,1600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90875,RJ,625.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90876,RJ,5500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90886,RJ,2000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90896,RJ,1392.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90899,RJ,1650.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
90900,RJ,300.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90902,RJ,5000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90903,RJ,2100.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90905,RJ,2125.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
90908,RJ,2896.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
90910,RJ,1183.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90915,RJ,1287.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
90916,RJ,264.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
90918,RJ,4500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90919,RJ,500.0,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90923,RJ,812.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90925,RJ,724.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
90926,RJ,1200.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90928,RJ,800.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
90931,RJ,600.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90932,RJ,900.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90933,RJ,538.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90936,RJ,482.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
90937,RJ,500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90939,RJ,300.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90945,RJ,2006.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90946,RJ,1000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90955,RJ,181.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
90956,RJ,850.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
90962,RJ,666.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90963,RJ,366.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
90966,RJ,951.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
90969,RJ,1025.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90970,RJ,900.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
90972,RJ,1250.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
90975,RJ,1600.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90978,RJ,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
90981,RJ,560.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90982,RJ,600.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90984,RJ,800.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90987,RJ,733.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
90990,RJ,430.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90996,RJ,900.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90997,RJ,1200.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
90999,RJ,1037.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91005,RJ,2500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91006,RJ,908.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91009,RJ,1132.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
91014,RJ,1660.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
91017,RJ,825.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91019,RJ,1175.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91021,RJ,816.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91023,RJ,1150.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91024,RJ,515.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91027,RJ,3000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91029,RJ,299.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91031,RJ,1366.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91032,RJ,786.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91033,RJ,640.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91034,RJ,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91037,RJ,1500.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91038,RJ,525.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91039,RJ,426.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91041,RJ,870.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91047,RJ,425.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91048,RJ,580.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91052,RJ,1133.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91055,RJ,750.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
91057,RJ,1116.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91058,RJ,920.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91061,RJ,1233.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91062,RJ,137.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91063,RJ,1574.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91065,RJ,376.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91066,RJ,480.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
91067,RJ,546.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91071,RJ,126.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
91095,RJ,2000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
91098,RJ,750.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim
91121,RJ,1309.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91125,RJ,904.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91127,RJ,820.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91128,RJ,1095.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91133,RJ,2000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91138,RJ,0.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91144,RJ,750.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91146,RJ,1166.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91149,RJ,362.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91159,RJ,433.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
91160,RJ,2675.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
91164,RJ,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91165,RJ,425.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91167,RJ,2945.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91170,RJ,181.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91175,RJ,1000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91178,RJ,333.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
91180,RJ,2625.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91182,RJ,1050.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91184,RJ,800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim
91185,RJ,1108.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91186,RJ,525.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91187,RJ,1600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
91188,RJ,773.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
91189,RJ,454.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91194,RJ,825.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91196,RJ,281.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91198,RJ,541.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91200,RJ,400.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91205,RJ,687.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91206,RJ,700.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91207,RJ,1138.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não
91210,RJ,925.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
91211,RJ,534.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91214,RJ,362.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91219,RJ,7000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91220,RJ,16080.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
91224,RJ,372.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91225,RJ,533.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91230,RJ,1162.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91231,RJ,166.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91232,RJ,850.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
91233,RJ,1241.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91234,RJ,1024.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91236,RJ,985.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91237,RJ,1174.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91239,RJ,685.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91241,RJ,908.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim
91247,RJ,680.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91248,RJ,724.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91250,RJ,1166.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
91251,RJ,475.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
91257,RJ,837.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91258,RJ,600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91259,RJ,1500.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
91260,RJ,1600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91261,RJ,2100.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91263,RJ,333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91270,RJ,700.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
91273,RJ,1500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
91276,RJ,4000.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
91279,RJ,1000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91281,RJ,2300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91283,RJ,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91284,RJ,504.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91287,RJ,1750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91291,RJ,2542.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91294,RJ,833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91296,RJ,733.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91297,RJ,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91298,RJ,600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91300,RJ,451.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91302,RJ,1262.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91303,RJ,408.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
91304,RJ,75.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91306,RJ,600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91308,RJ,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91312,RJ,337.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91314,RJ,608.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91322,RJ,1600.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
91323,RJ,431.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91331,RJ,544.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91334,RJ,1424.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91340,RJ,1100.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91341,RJ,625.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91342,RJ,700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91355,RJ,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
91356,RJ,500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
91362,RJ,775.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91368,RJ,2220.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91372,RJ,800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91378,RJ,512.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91385,RJ,550.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
91397,RJ,6940.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91398,RJ,2583.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91405,RJ,1500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
91410,RJ,2800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
91415,RJ,267.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91418,RJ,1095.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
91435,RJ,1968.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
91440,RJ,831.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91465,RJ,387.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
91495,RJ,450.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91518,RJ,733.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91521,RJ,668.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91526,RJ,207.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91527,RJ,352.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91533,RJ,400.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91538,RJ,148.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91543,RJ,362.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91558,RJ,700.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91585,RJ,933.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91589,RJ,160.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91596,RJ,1150.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91600,RJ,1475.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
91602,RJ,1000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91604,RJ,1000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91608,RJ,2181.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91613,RJ,2000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91624,RJ,362.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
91636,RJ,208.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91641,RJ,1166.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91648,RJ,426.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91661,RJ,300.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91663,RJ,633.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91669,RJ,950.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91676,RJ,366.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
91678,RJ,375.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91679,RJ,1750.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
91693,RJ,962.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
91698,RJ,824.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91704,RJ,1650.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91705,RJ,1650.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91708,RJ,241.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91711,RJ,1500.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91712,RJ,833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91714,RJ,2900.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91715,RJ,1166.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91716,RJ,1300.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91718,RJ,1333.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
91720,RJ,2658.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91727,RJ,381.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91728,RJ,4000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91731,RJ,2000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91734,RJ,1500.0,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91735,RJ,1500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
91742,RJ,1266.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91749,RJ,681.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
91751,RJ,283.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91756,RJ,634.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
91757,RJ,650.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
91762,RJ,1600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91772,RJ,800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
91779,RJ,575.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91780,RJ,482.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
91782,RJ,875.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
91784,RJ,1008.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
91785,RJ,1600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
91786,RJ,344.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
91787,RJ,474.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
